branch_id,branch_name,rating_transaction,rating_branch
84188,Kimia Farma - Klinik & Apotek,3.9480000000000022,4.0
46809,Kimia Farma - Klinik & Apotek,3.94821002386635,4.6
26269,Kimia Farma - Apotek,3.9484126984126977,4.0
67333,Kimia Farma - Klinik-Apotek-Laboratorium,3.9484771573604047,4.4
94753,Kimia Farma - Apotek,3.9485861182519293,4.2
28557,Kimia Farma - Apotek,3.9486075949367105,4.5
60481,Kimia Farma - Apotek,3.9487738419618506,4.1
41081,Kimia Farma - Apotek,3.948849104859335,4.2
72563,Kimia Farma - Klinik-Apotek-Laboratorium,3.9488700564971744,4.0
32325,Kimia Farma - Apotek,3.9489510489510491,4.4
98241,Kimia Farma - Apotek,3.9489971346704889,4.5
13531,Kimia Farma - Klinik & Apotek,3.9491935483870986,4.0
81560,Kimia Farma - Klinik & Apotek,3.9493827160493824,4.1
22494,Kimia Farma - Apotek,3.9497395833333311,4.2
13864,Kimia Farma - Klinik-Apotek-Laboratorium,3.9498542274052508,4.7
37838,Kimia Farma - Klinik & Apotek,3.950000000000002,3.9
89154,Kimia Farma - Apotek,3.9501347708894894,4.5
22779,Kimia Farma - Klinik & Apotek,3.9505050505050496,4.6
28795,Kimia Farma - Klinik-Apotek-Laboratorium,3.9506234413965076,4.0
21858,Kimia Farma - Klinik & Apotek,3.9507731958762884,4.4
93600,Kimia Farma - Klinik-Apotek-Laboratorium,3.9509803921568638,4.0
92876,Kimia Farma - Apotek,3.9513253012048195,4.1
69110,Kimia Farma - Klinik & Apotek,3.9514150943396222,4.9
21258,Kimia Farma - Klinik-Apotek-Laboratorium,3.9519181585677758,4.5
66615,Kimia Farma - Klinik & Apotek,3.9519280205655529,4.5
40347,Kimia Farma - Klinik-Apotek-Laboratorium,3.95211267605634,4.5
71222,Kimia Farma - Klinik-Apotek-Laboratorium,3.9521963824289412,3.9
49504,Kimia Farma - Klinik-Apotek-Laboratorium,3.9523316062176188,4.3
57703,Kimia Farma - Klinik-Apotek-Laboratorium,3.9523560209424096,4.4
44068,Kimia Farma - Klinik-Apotek-Laboratorium,3.9524456521739144,4.1
42242,Kimia Farma - Klinik-Apotek-Laboratorium,3.952853598014888,4.9
35955,Kimia Farma - Apotek,3.953051643192488,4.2
48575,Kimia Farma - Apotek,3.95319693094629,4.8
40126,Kimia Farma - Klinik & Apotek,3.9536269430051805,4.9
87565,Kimia Farma - Klinik-Apotek-Laboratorium,3.9536388140161693,4.0
66961,Kimia Farma - Klinik & Apotek,3.953743315508023,4.7
66611,Kimia Farma - Klinik-Apotek-Laboratorium,3.9540404040404025,4.4
35354,Kimia Farma - Klinik & Apotek,3.9542929292929272,4.4
48039,Kimia Farma - Klinik-Apotek-Laboratorium,3.9544600938967158,4.8
13084,Kimia Farma - Klinik & Apotek,3.9545000000000021,4.2
40699,Kimia Farma - Apotek,3.9549261083743841,4.1
28844,Kimia Farma - Apotek,3.9549450549450555,4.1
88832,Kimia Farma - Apotek,3.9549872122762144,4.2
79455,Kimia Farma - Apotek,3.9549999999999996,4.8
28923,Kimia Farma - Klinik & Apotek,3.9551219512195117,4.2
31233,Kimia Farma - Klinik-Apotek-Laboratorium,3.9552429667519218,4.7
27754,Kimia Farma - Klinik-Apotek-Laboratorium,3.9552971576227374,4.3
34804,Kimia Farma - Klinik-Apotek-Laboratorium,3.9558673469387728,4.4
94408,Kimia Farma - Klinik-Apotek-Laboratorium,3.95601173020528,4.6
35746,Kimia Farma - Apotek,3.9561983471074362,4.5
78746,Kimia Farma - Klinik & Apotek,3.95625,4.5
35406,Kimia Farma - Klinik & Apotek,3.9562841530054662,4.2
40120,Kimia Farma - Apotek,3.9563535911602234,3.9
59496,Kimia Farma - Apotek,3.9563829787234037,3.9
78384,Kimia Farma - Klinik & Apotek,3.95638888888889,4.8
30282,Kimia Farma - Apotek,3.9568922305764405,4.4
77512,Kimia Farma - Apotek,3.957033248081844,4.5
96919,Kimia Farma - Klinik-Apotek-Laboratorium,3.9570621468926555,4.9
35236,Kimia Farma - Klinik & Apotek,3.957105943152456,4.7
80748,Kimia Farma - Klinik & Apotek,3.9572519083969455,4.6
62707,Kimia Farma - Apotek,3.9572916666666655,5.0
60189,Kimia Farma - Klinik-Apotek-Laboratorium,3.9572972972972962,4.6
21499,Kimia Farma - Klinik & Apotek,3.9573604060913707,4.3
91961,Kimia Farma - Klinik & Apotek,3.9573684210526348,4.4
27583,Kimia Farma - Apotek,3.9576923076923083,5.0
66082,Kimia Farma - Klinik & Apotek,3.957746478873239,4.8
30247,Kimia Farma - Apotek,3.9579787234042558,4.0
91943,Kimia Farma - Klinik-Apotek-Laboratorium,3.9581081081081071,5.0
48695,Kimia Farma - Klinik & Apotek,3.9583547557840593,4.6
94651,Kimia Farma - Klinik-Apotek-Laboratorium,3.958375634517767,5.0
51376,Kimia Farma - Klinik-Apotek-Laboratorium,3.958469945355191,4.3
12578,Kimia Farma - Klinik-Apotek-Laboratorium,3.9585427135678368,5.0
19017,Kimia Farma - Apotek,3.9585434173669465,5.0
96487,Kimia Farma - Apotek,3.9585561497326185,4.8
59086,Kimia Farma - Klinik-Apotek-Laboratorium,3.9589285714285731,4.4
22254,Kimia Farma - Klinik-Apotek-Laboratorium,3.9590909090909072,4.0
72192,Kimia Farma - Klinik-Apotek-Laboratorium,3.9595108695652197,4.7
49604,Kimia Farma - Klinik & Apotek,3.9595854922279803,4.2
59607,Kimia Farma - Apotek,3.9597222222222204,4.3
52842,Kimia Farma - Klinik & Apotek,3.9600000000000013,4.5
61031,Kimia Farma - Klinik-Apotek-Laboratorium,3.9602531645569634,5.0
17543,Kimia Farma - Klinik-Apotek-Laboratorium,3.960330578512397,4.4
72440,Kimia Farma - Apotek,3.9604651162790714,4.3
13811,Kimia Farma - Klinik & Apotek,3.9604819277108434,4.0
45624,Kimia Farma - Klinik & Apotek,3.9605194805194812,4.9
79120,Kimia Farma - Klinik & Apotek,3.9605911330049284,4.3
98121,Kimia Farma - Klinik & Apotek,3.9605978260869565,4.9
24789,Kimia Farma - Apotek,3.96077922077922,4.2
62169,Kimia Farma - Klinik-Apotek-Laboratorium,3.9614035087719279,4.4
80343,Kimia Farma - Apotek,3.9614583333333346,4.5
29729,Kimia Farma - Klinik-Apotek-Laboratorium,3.9615776081424912,4.2
12057,Kimia Farma - Klinik & Apotek,3.9615776081424943,4.6
69575,Kimia Farma - Apotek,3.9616368286445,4.2
85206,Kimia Farma - Klinik & Apotek,3.9616438356164365,4.5
84834,Kimia Farma - Klinik-Apotek-Laboratorium,3.9617021276595721,4.2
85042,Kimia Farma - Klinik-Apotek-Laboratorium,3.9617647058823517,5.0
96172,Kimia Farma - Apotek,3.9619946091644214,3.9
48459,Kimia Farma - Klinik-Apotek-Laboratorium,3.9620498614958439,4.0
96803,Kimia Farma - Klinik & Apotek,3.962500000000003,4.9
69548,Kimia Farma - Apotek,3.9625377643504534,4.0
52064,Kimia Farma - Klinik & Apotek,3.9625683060109282,5.0
37584,Kimia Farma - Apotek,3.9626598465473157,4.9
34555,Kimia Farma - Klinik-Apotek-Laboratorium,3.9626631853785903,4.1
64892,Kimia Farma - Klinik-Apotek-Laboratorium,3.9626943005181348,4.9
13142,Kimia Farma - Klinik-Apotek-Laboratorium,3.9626943005181348,4.3
96030,Kimia Farma - Klinik-Apotek-Laboratorium,3.9628032345013438,4.9
94905,Kimia Farma - Apotek,3.9632318501170958,4.5
31572,Kimia Farma - Klinik & Apotek,3.9632653061224508,4.0
51261,Kimia Farma - Klinik-Apotek-Laboratorium,3.9633766233766248,4.2
44784,Kimia Farma - Klinik-Apotek-Laboratorium,3.9634146341463428,4.2
23255,Kimia Farma - Klinik-Apotek-Laboratorium,3.9634271099744258,4.7
21125,Kimia Farma - Klinik & Apotek,3.9634666666666645,4.3
32540,Kimia Farma - Klinik & Apotek,3.9634961439588685,4.4
71355,Kimia Farma - Apotek,3.963526570048308,4.2
54200,Kimia Farma - Apotek,3.9636597938144353,3.9
84631,Kimia Farma - Klinik & Apotek,3.9637500000000014,4.5
83698,Kimia Farma - Klinik & Apotek,3.9637795275590544,4.0
71367,Kimia Farma - Apotek,3.96378896882494,4.2
23909,Kimia Farma - Klinik & Apotek,3.9638297872340433,4.8
43007,Kimia Farma - Apotek,3.9642499999999994,4.0
47725,Kimia Farma - Klinik & Apotek,3.9644607843137258,4.3
65187,Kimia Farma - Apotek,3.9644927536231886,4.5
81810,Kimia Farma - Klinik & Apotek,3.9647783251231536,4.4
59413,Kimia Farma - Klinik & Apotek,3.9648101265822788,4.9
14497,Kimia Farma - Klinik & Apotek,3.9648793565683618,3.9
85684,Kimia Farma - Klinik & Apotek,3.9649025069637878,4.4
23156,Kimia Farma - Apotek,3.9649253731343292,5.0
98581,Kimia Farma - Apotek,3.965048543689321,4.5
95669,Kimia Farma - Klinik-Apotek-Laboratorium,3.9650753768844189,4.8
61610,Kimia Farma - Klinik & Apotek,3.9650990099009897,4.3
48667,Kimia Farma - Apotek,3.965270935960592,4.2
66816,Kimia Farma - Klinik & Apotek,3.9653164556962008,4.1
85716,Kimia Farma - Apotek,3.9653562653562684,5.0
55209,Kimia Farma - Klinik & Apotek,3.9654178674351579,4.8
11400,Kimia Farma - Apotek,3.9655339805825229,4.1
47175,Kimia Farma - Apotek,3.9655612244897966,4.9
18342,Kimia Farma - Apotek,3.9657223796033994,4.6
68902,Kimia Farma - Klinik & Apotek,3.9657381615598868,4.3
31016,Kimia Farma - Klinik & Apotek,3.9657500000000017,4.4
90289,Kimia Farma - Klinik-Apotek-Laboratorium,3.9658291457286476,4.7
26165,Kimia Farma - Klinik & Apotek,3.9658854166666662,4.5
98055,Kimia Farma - Klinik & Apotek,3.9659420289855056,4.8
92115,Kimia Farma - Apotek,3.9659846547314594,4.5
55703,Kimia Farma - Klinik-Apotek-Laboratorium,3.965994962216624,4.5
96720,Kimia Farma - Apotek,3.9659949622166248,4.0
70165,Kimia Farma - Apotek,3.9659949622166253,4.2
76258,Kimia Farma - Klinik-Apotek-Laboratorium,3.9660240963855444,4.6
72181,Kimia Farma - Klinik-Apotek-Laboratorium,3.9660975609756073,4.6
14433,Kimia Farma - Apotek,3.9661577608142493,4.0
62913,Kimia Farma - Apotek,3.966169154228858,4.5
89306,Kimia Farma - Klinik-Apotek-Laboratorium,3.9662011173184344,4.8
38599,Kimia Farma - Klinik & Apotek,3.9662371134020611,4.8
93763,Kimia Farma - Klinik-Apotek-Laboratorium,3.9665865384615389,4.8
76684,Kimia Farma - Klinik & Apotek,3.9666666666666659,4.1
36121,Kimia Farma - Apotek,3.9666666666666677,4.9
56862,Kimia Farma - Klinik & Apotek,3.9667560321715816,4.0
25876,Kimia Farma - Klinik & Apotek,3.9669082125603867,4.7
62661,Kimia Farma - Klinik & Apotek,3.9671018276762391,4.9
69958,Kimia Farma - Klinik & Apotek,3.9671394799054389,4.7
69468,Kimia Farma - Klinik & Apotek,3.9671679197994969,3.9
13723,Kimia Farma - Klinik-Apotek-Laboratorium,3.9671794871794885,4.1
23477,Kimia Farma - Klinik-Apotek-Laboratorium,3.9672823218997375,4.3
41085,Kimia Farma - Apotek,3.9673469387755107,5.0
16336,Kimia Farma - Klinik-Apotek-Laboratorium,3.9675824175824155,4.5
37734,Kimia Farma - Apotek,3.9676092544987163,4.6
94007,Kimia Farma - Klinik-Apotek-Laboratorium,3.9676315789473673,4.6
89771,Kimia Farma - Klinik & Apotek,3.9676691729323341,4.1
23730,Kimia Farma - Apotek,3.9677002583979317,4.5
80892,Kimia Farma - Klinik & Apotek,3.9677108433734949,4.6
33961,Kimia Farma - Klinik & Apotek,3.9678663239074554,4.1
38326,Kimia Farma - Klinik-Apotek-Laboratorium,3.9680203045685287,4.1
76265,Kimia Farma - Klinik-Apotek-Laboratorium,3.9681055155875287,4.9
72786,Kimia Farma - Klinik-Apotek-Laboratorium,3.9683060109289618,4.5
86758,Kimia Farma - Klinik & Apotek,3.9683760683760703,4.0
56868,Kimia Farma - Klinik-Apotek-Laboratorium,3.9684754521963828,3.9
42814,Kimia Farma - Apotek,3.9686813186813188,4.5
28718,Kimia Farma - Apotek,3.9687645687645685,4.1
77255,Kimia Farma - Klinik-Apotek-Laboratorium,3.9688775510204066,5.0
17469,Kimia Farma - Apotek,3.968888888888888,3.9
19393,Kimia Farma - Klinik & Apotek,3.9689887640449459,4.0
61961,Kimia Farma - Klinik-Apotek-Laboratorium,3.9690288713910755,4.2
39578,Kimia Farma - Apotek,3.9691358024691339,4.7
56380,Kimia Farma - Apotek,3.9692722371967655,4.1
35578,Kimia Farma - Klinik-Apotek-Laboratorium,3.969518716577539,4.4
67598,Kimia Farma - Klinik-Apotek-Laboratorium,3.9695364238410575,4.6
22497,Kimia Farma - Klinik-Apotek-Laboratorium,3.9696335078534042,4.7
91118,Kimia Farma - Klinik-Apotek-Laboratorium,3.9696335078534064,3.9
67082,Kimia Farma - Apotek,3.9697297297297292,4.7
69841,Kimia Farma - Apotek,3.969736842105263,4.9
77832,Kimia Farma - Klinik-Apotek-Laboratorium,3.9697788697788683,4.0
22840,Kimia Farma - Klinik & Apotek,3.9698296836982965,4.1
35860,Kimia Farma - Apotek,3.9698453608247424,4.2
66912,Kimia Farma - Klinik-Apotek-Laboratorium,3.9698564593301429,3.9
30242,Kimia Farma - Apotek,3.969895287958114,4.5
29740,Kimia Farma - Klinik & Apotek,3.9699208443271758,4.4
63214,Kimia Farma - Apotek,3.9699738903394239,4.5
63792,Kimia Farma - Apotek,3.9700272479564069,4.1
26909,Kimia Farma - Klinik & Apotek,3.9700549450549438,4.1
17275,Kimia Farma - Apotek,3.9700787401574775,3.9
77845,Kimia Farma - Klinik & Apotek,3.9700787401574789,4.7
50270,Kimia Farma - Apotek,3.9702564102564106,4.5
17437,Kimia Farma - Apotek,3.9702631578947334,4.2
72241,Kimia Farma - Klinik & Apotek,3.9702770780856409,4.6
68942,Kimia Farma - Apotek,3.9703504043126676,4.8
72429,Kimia Farma - Klinik-Apotek-Laboratorium,3.9704651162790672,4.3
27391,Kimia Farma - Klinik-Apotek-Laboratorium,3.9704714640198513,4.9
85801,Kimia Farma - Klinik & Apotek,3.9706443914081171,4.8
11717,Kimia Farma - Klinik-Apotek-Laboratorium,3.9707602339181274,4.7
21754,Kimia Farma - Klinik-Apotek-Laboratorium,3.9708333333333314,5.0
82095,Kimia Farma - Apotek,3.9709239130434781,4.4
45284,Kimia Farma - Klinik & Apotek,3.9710256410256415,5.0
83104,Kimia Farma - Klinik & Apotek,3.9710256410256428,5.0
15917,Kimia Farma - Apotek,3.971090047393365,4.8
28892,Kimia Farma - Klinik-Apotek-Laboratorium,3.9711779448621565,4.8
93879,Kimia Farma - Klinik-Apotek-Laboratorium,3.9713580246913547,4.5
74649,Kimia Farma - Klinik & Apotek,3.9713592233009707,4.4
29922,Kimia Farma - Apotek,3.9713603818615746,3.9
76433,Kimia Farma - Klinik-Apotek-Laboratorium,3.9714285714285684,4.1
76515,Kimia Farma - Klinik & Apotek,3.9714285714285724,4.8
68894,Kimia Farma - Apotek,3.9715025906735741,4.2
64516,Kimia Farma - Klinik-Apotek-Laboratorium,3.9715990453460619,4.3
98041,Kimia Farma - Apotek,3.9716180371352792,4.5
24713,Kimia Farma - Klinik-Apotek-Laboratorium,3.9716455696202528,4.1
53053,Kimia Farma - Apotek,3.9718346253229981,3.9
81487,Kimia Farma - Apotek,3.9719251336898407,4.8
41296,Kimia Farma - Klinik-Apotek-Laboratorium,3.9719999999999991,4.8
59955,Kimia Farma - Apotek,3.9720101781170469,4.7
57349,Kimia Farma - Klinik-Apotek-Laboratorium,3.9720108695652172,4.7
48072,Kimia Farma - Klinik-Apotek-Laboratorium,3.9720108695652181,4.6
47407,Kimia Farma - Klinik-Apotek-Laboratorium,3.9720873786407771,3.9
89609,Kimia Farma - Klinik-Apotek-Laboratorium,3.9721227621483384,4.9
66696,Kimia Farma - Klinik-Apotek-Laboratorium,3.9725388601036244,4.0
45903,Kimia Farma - Klinik & Apotek,3.9726218097447776,4.9
20966,Kimia Farma - Klinik-Apotek-Laboratorium,3.9726804123711341,4.0
17567,Kimia Farma - Apotek,3.9727027027027035,4.9
90714,Kimia Farma - Klinik & Apotek,3.9727762803234508,4.2
91701,Kimia Farma - Klinik-Apotek-Laboratorium,3.9728997289972887,5.0
67921,Kimia Farma - Apotek,3.9729323308270668,5.0
83975,Kimia Farma - Klinik & Apotek,3.9729528535980156,4.0
12406,Kimia Farma - Apotek,3.9729870129870135,4.2
56342,Kimia Farma - Klinik-Apotek-Laboratorium,3.9729885057471259,4.2
40960,Kimia Farma - Klinik-Apotek-Laboratorium,3.9730458221024243,4.5
52192,Kimia Farma - Apotek,3.9731266149870774,4.2
25432,Kimia Farma - Apotek,3.9731645569620282,4.2
96304,Kimia Farma - Apotek,3.9732499999999988,4.8
14469,Kimia Farma - Apotek,3.9732620320855641,5.0
73969,Kimia Farma - Apotek,3.9734643734643722,4.1
49902,Kimia Farma - Apotek,3.9735999999999994,4.2
89229,Kimia Farma - Klinik-Apotek-Laboratorium,3.9736000000000002,4.0
63092,Kimia Farma - Klinik-Apotek-Laboratorium,3.9736292428198405,3.9
12369,Kimia Farma - Apotek,3.9738161559888581,4.4
17712,Kimia Farma - Klinik & Apotek,3.9739255014326633,4.2
13862,Kimia Farma - Klinik & Apotek,3.9739690721649463,4.3
34393,Kimia Farma - Klinik & Apotek,3.9739999999999993,4.7
14756,Kimia Farma - Apotek,3.9740384615384583,4.3
89043,Kimia Farma - Klinik & Apotek,3.9740648379052366,4.0
44209,Kimia Farma - Klinik & Apotek,3.9740947075208926,4.5
18525,Kimia Farma - Klinik-Apotek-Laboratorium,3.9741092636579576,4.8
30970,Kimia Farma - Apotek,3.9741463414634128,4.9
47349,Kimia Farma - Klinik-Apotek-Laboratorium,3.9742105263157903,3.9
19498,Kimia Farma - Klinik-Apotek-Laboratorium,3.9742105263157907,4.5
58073,Kimia Farma - Klinik & Apotek,3.9742268041237141,4.8
97894,Kimia Farma - Klinik & Apotek,3.9743523316062173,4.5
16311,Kimia Farma - Klinik & Apotek,3.9744565217391274,4.6
39499,Kimia Farma - Apotek,3.9745635910224424,4.5
86997,Kimia Farma - Klinik-Apotek-Laboratorium,3.9746305418719206,4.3
52666,Kimia Farma - Klinik-Apotek-Laboratorium,3.9748129675810469,4.3
99735,Kimia Farma - Apotek,3.9748201438848918,4.1
17510,Kimia Farma - Klinik & Apotek,3.9748648648648657,5.0
27998,Kimia Farma - Apotek,3.9749347258485654,4.3
61422,Kimia Farma - Klinik & Apotek,3.97493670886076,4.1
83398,Kimia Farma - Klinik & Apotek,3.9749999999999983,4.5
12787,Kimia Farma - Klinik & Apotek,3.9749999999999988,4.5
30295,Kimia Farma - Klinik-Apotek-Laboratorium,3.9749999999999988,4.4
49588,Kimia Farma - Klinik & Apotek,3.9750000000000028,4.4
38462,Kimia Farma - Klinik-Apotek-Laboratorium,3.9750629722921924,4.6
96555,Kimia Farma - Klinik-Apotek-Laboratorium,3.9750642673521859,4.1
57235,Kimia Farma - Klinik & Apotek,3.9750642673521877,4.5
69003,Kimia Farma - Klinik & Apotek,3.9750649350649323,4.4
22275,Kimia Farma - Apotek,3.9751256281407041,4.4
96065,Kimia Farma - Apotek,3.9752551020408169,5.0
28703,Kimia Farma - Klinik & Apotek,3.9753807106598984,4.2
26394,Kimia Farma - Klinik-Apotek-Laboratorium,3.9755555555555562,4.9
40313,Kimia Farma - Apotek,3.9755905511811003,4.8
32320,Kimia Farma - Klinik-Apotek-Laboratorium,3.9756032171581759,4.7
26841,Kimia Farma - Klinik-Apotek-Laboratorium,3.9756892230576435,4.8
30291,Kimia Farma - Apotek,3.9757653061224483,4.9
13270,Kimia Farma - Klinik-Apotek-Laboratorium,3.9758024691358016,4.8
99669,Kimia Farma - Apotek,3.9758269720101782,4.2
90384,Kimia Farma - Klinik-Apotek-Laboratorium,3.9758269720101791,4.9
98443,Kimia Farma - Apotek,3.9759803921568642,4.5
20598,Kimia Farma - Apotek,3.9760705289672553,4.4
84382,Kimia Farma - Klinik-Apotek-Laboratorium,3.9760722347629796,4.1
68446,Kimia Farma - Klinik-Apotek-Laboratorium,3.9761273209549071,4.0
73875,Kimia Farma - Klinik & Apotek,3.976139410187669,4.2
76209,Kimia Farma - Klinik & Apotek,3.9761658031088079,4.1
46485,Kimia Farma - Klinik-Apotek-Laboratorium,3.976167076167076,4.1
65622,Kimia Farma - Klinik & Apotek,3.9761904761904776,4.6
87938,Kimia Farma - Apotek,3.9764102564102561,4.5
55377,Kimia Farma - Klinik-Apotek-Laboratorium,3.9764127764127752,4.1
95541,Kimia Farma - Apotek,3.9764705882352964,4.8
86446,Kimia Farma - Apotek,3.9764857881136977,4.1
78489,Kimia Farma - Klinik & Apotek,3.9765432098765441,4.9
41750,Kimia Farma - Apotek,3.9766749379652606,4.2
17977,Kimia Farma - Klinik-Apotek-Laboratorium,3.9766756032171577,4.5
51314,Kimia Farma - Klinik-Apotek-Laboratorium,3.9766990291262134,4.7
27750,Kimia Farma - Klinik-Apotek-Laboratorium,3.9767088607594969,4.6
62328,Kimia Farma - Klinik & Apotek,3.9768447837150118,4.9
90512,Kimia Farma - Apotek,3.9769021739130435,4.0
48439,Kimia Farma - Klinik-Apotek-Laboratorium,3.9769230769230779,5.0
55543,Kimia Farma - Klinik & Apotek,3.9769620253164573,4.1
27968,Kimia Farma - Klinik & Apotek,3.9769820971867031,5.0
74030,Kimia Farma - Apotek,3.9771289537712886,4.5
91503,Kimia Farma - Apotek,3.9771505376344103,4.1
51255,Kimia Farma - Klinik-Apotek-Laboratorium,3.9772486772486779,4.4
20102,Kimia Farma - Apotek,3.9772602739726035,4.3
12558,Kimia Farma - Apotek,3.9773269689737476,4.4
42692,Kimia Farma - Klinik & Apotek,3.9774025974025959,4.5
87965,Kimia Farma - Klinik-Apotek-Laboratorium,3.9774358974358961,5.0
12560,Kimia Farma - Apotek,3.9774358974358961,4.4
22132,Kimia Farma - Klinik & Apotek,3.9775456919060024,4.4
78878,Kimia Farma - Klinik & Apotek,3.9776623376623381,4.9
40682,Kimia Farma - Klinik & Apotek,3.9776923076923074,4.9
97974,Kimia Farma - Klinik-Apotek-Laboratorium,3.9777777777777787,4.4
18983,Kimia Farma - Apotek,3.9778048780487794,4.8
83651,Kimia Farma - Klinik & Apotek,3.9778061224489809,3.9
33460,Kimia Farma - Klinik-Apotek-Laboratorium,3.9779448621553892,4.1
49258,Kimia Farma - Klinik & Apotek,3.9779614325068864,4.9
47384,Kimia Farma - Klinik-Apotek-Laboratorium,3.9779702970297039,4.3
99984,Kimia Farma - Klinik & Apotek,3.9780246913580259,4.4
36450,Kimia Farma - Apotek,3.9780303030303044,4.5
41131,Kimia Farma - Apotek,3.9782608695652155,4.8
57489,Kimia Farma - Klinik-Apotek-Laboratorium,3.9782608695652191,4.8
49545,Kimia Farma - Klinik & Apotek,3.9783475783475777,4.8
92598,Kimia Farma - Klinik & Apotek,3.9784061696658077,4.4
44522,Kimia Farma - Klinik & Apotek,3.978552278820374,4.6
17732,Kimia Farma - Klinik-Apotek-Laboratorium,3.9785900783289807,3.9
32294,Kimia Farma - Klinik-Apotek-Laboratorium,3.9786967418546384,4.2
31305,Kimia Farma - Apotek,3.9788043478260859,4.2
36671,Kimia Farma - Apotek,3.9789041095890414,4.9
60888,Kimia Farma - Apotek,3.9789598108747084,4.1
46118,Kimia Farma - Klinik & Apotek,3.9790094339622644,4.0
71911,Kimia Farma - Klinik-Apotek-Laboratorium,3.9790884718498676,4.1
68621,Kimia Farma - Klinik & Apotek,3.9791122715404708,4.9
13853,Kimia Farma - Klinik & Apotek,3.97917737789203,4.4
41213,Kimia Farma - Klinik-Apotek-Laboratorium,3.9792176039119811,4.3
28696,Kimia Farma - Klinik-Apotek-Laboratorium,3.9793478260869581,4.5
